cell_label,area_px,perimeter_px,circularity,centroid_x,centroid_y,n_trajectories,n_points,n_valid_traj,D_median,D_mean,D_std,D_iqr,D_p25,D_p75,cell_type,experiment,cell_uid
218,3268.0,231.095454429505,0.7689694842330791,917.5073439412485,547.6695226438188,61,242,5.0,0.0069527172801972,0.021659491365762,0.024276020126841,0.0348013046939433,0.0015697156864279,0.0363710203803712,mitotic,set1_3em_002,set1_3em_002_218
252,2122.0,223.58073580374355,0.5334411094879848,550.0890669180019,667.8407163053723,64,401,6.0,0.0122041833038297,0.0168120645779367,0.0129917951931827,0.0158566016179795,0.0067644877908835,0.0226210894088631,interphase,set1_3em_002,set1_3em_002_252
341,3319.0,227.9238815542512,0.8028556199004776,499.8336848448328,889.6254896053028,111,485,5.0,0.0061485637081487,0.0083475290813519,0.0064291537464841,0.0123448172202926,0.0019992747608628,0.0143440919811555,mitotic,set1_3em_002,set1_3em_002_341
377,2762.0,224.3797256769669,0.689392116597861,820.4493120926865,993.2255611875452,66,507,18.0,0.0952192227115866,0.1200391061819545,0.136769128372999,0.107498596750433,0.0320079918827215,0.1395065886331546,interphase,set1_3em_002,set1_3em_002_377
379,2724.0,220.02438661763952,0.7070910323801528,867.0238619676945,993.3241556534508,50,370,11.0,0.006394448526996,0.0232983422120688,0.0505557180942076,0.0138061701233026,0.0012795249944057,0.0150856951177084,mitotic,set1_3em_002,set1_3em_002_379
383,3554.0,251.23759005323595,0.7075514898235801,942.904614518852,999.1693866066404,113,1014,39.0,0.0377711567441227,0.058184853580373,0.0579159876415876,0.0841515279302402,0.0104231919399865,0.0945747198702267,mitotic,set1_3em_002,set1_3em_002_383
22,5500.0,397.5046173579947,0.4374094868214269,604.612,201.6101818181818,52,220,5.0,0.0102250241383458,0.0118776714841173,0.0093148219560737,0.0160163464240892,0.0026961871853902,0.0187125336094795,interphase,set1_3em_003,set1_3em_003_22
25,4470.0,265.4041122946064,0.7974474831121434,434.0986577181208,156.86979865771812,65,277,5.0,0.0133832840399487,0.0202307483465027,0.020328924574777,0.0136587198464593,0.0063312478046793,0.0199899676511387,mitotic,set1_3em_003,set1_3em_003_25
27,4918.0,316.56349186104046,0.6167039539274218,476.92740951606345,194.0412769418463,47,220,5.0,0.054678857771711,0.0446494900027793,0.028516366064892,0.0274270004918102,0.0274028595058534,0.0548298599976636,interphase,set1_3em_003,set1_3em_003_27
29,5644.0,324.9777054234136,0.6715675968618747,384.9684620836287,199.526754075124,84,345,8.0,0.0061006193584937,0.0155165009204266,0.0178309825493476,0.0174500907423665,0.0028958827193392,0.0203459734617057,interphase,set1_3em_003,set1_3em_003_29
30,17850.0,518.7594513539337,0.8335200286251515,244.65882352941176,252.2379831932773,149,426,5.0,0.0381943902598651,0.0320879276066315,0.026289651011195,0.0503060900987222,0.0020524470785303,0.0523585371772526,mitotic,set1_3em_003,set1_3em_003_30
45,20206.0,608.4406922210658,0.6858887967049673,82.90285063842423,454.2821439176482,232,661,5.0,0.0151490146938628,0.0217443908297748,0.0257971961145624,0.0124388202153191,0.0031358147081715,0.0155746349234906,interphase,set1_3em_003,set1_3em_003_45
47,16608.0,555.3635277547903,0.6766630938581859,518.4620062620423,464.29774807321775,149,465,5.0,0.0275385316872781,0.0345269532045127,0.0255918542437225,0.0149453853569582,0.0174391886289274,0.0323845739858856,interphase,set1_3em_003,set1_3em_003_47
58,15890.0,542.7005768508881,0.6779742429632907,563.1062303335431,590.8191315292637,188,588,5.0,0.0603132623535491,0.0655870285368177,0.0352137172096962,0.0306714524881039,0.057095542199624,0.0877669946877279,interphase,set1_3em_003,set1_3em_003_58
60,4729.0,322.3624817342637,0.5718606280628511,96.8528230069782,597.5132163248044,174,610,5.0,0.0488189696033831,0.117765766092408,0.1103440189187249,0.0782429012188436,0.0456638175806199,0.1239067187994636,interphase,set1_3em_003,set1_3em_003_60
62,6400.0,376.0254326381661,0.568794513731521,223.14359375,617.74484375,232,829,8.0,0.0127176774731412,0.0239813862320829,0.0283431835751061,0.0249569855758777,0.0044505695592797,0.0294075551351574,interphase,set1_3em_003,set1_3em_003_62
63,7097.0,362.4041122946064,0.6790448113545341,322.1130054952797,617.8881217415809,163,664,7.0,0.0519606767717087,0.0660307096846691,0.0427111859229513,0.0600524972660114,0.0357571281124693,0.0958096253784808,interphase,set1_3em_003,set1_3em_003_63
67,4060.0,273.79393923934,0.680594189542186,151.1448275862069,648.176354679803,133,486,7.0,0.0362866778370708,0.0387353154504621,0.0214727172606664,0.0335244119501527,0.0233290273467716,0.0568534392969244,interphase,set1_3em_003,set1_3em_003_67
68,5679.0,320.0843071412117,0.6965510767664072,404.63514703292833,670.9304455009685,196,741,12.0,0.0580715442879357,0.0626719316767207,0.0554969833231688,0.0692482214340855,0.0154018847011703,0.0846501061352558,interphase,set1_3em_003,set1_3em_003_68
70,4477.0,268.1076477383248,0.7826697588761914,247.5338396247487,672.5773955773956,156,615,11.0,0.0443595161951011,0.0708614578948105,0.0968352066222412,0.051780699091652,0.0147745479260186,0.0665552470176706,mitotic,set1_3em_003,set1_3em_003_70
71,3559.0,233.1370849898476,0.8228394931893865,93.74796291093004,675.5049171115481,140,528,6.0,0.0266440970421455,0.1283898593004674,0.2217487705014383,0.0270605537017657,0.0216018987867482,0.0486624524885139,mitotic,set1_3em_003,set1_3em_003_71
74,5142.0,284.9066376115481,0.7960435021017424,325.0079735511474,682.1215480357837,215,726,7.0,0.0274916756715343,0.0492680668878045,0.0494425517772699,0.0844663209647987,0.0031232027160647,0.0875895236808634,mitotic,set1_3em_003,set1_3em_003_74
75,5813.0,327.86500705120545,0.6795478659791837,848.7670738001032,695.6069155341476,70,418,8.0,0.0280255428745681,0.0311881891969374,0.0224774171221769,0.038740822969538,0.0130231689725611,0.0517639919420992,interphase,set1_3em_003,set1_3em_003_75
76,3210.0,232.27922061357856,0.7476428359013557,179.13115264797509,698.186292834891,148,509,5.0,0.0643711694360682,0.0755941896444522,0.0485869551872621,0.0570938416153597,0.0332877817691152,0.090381623384475,mitotic,set1_3em_003,set1_3em_003_76
77,9387.0,440.4518395093589,0.6080507460192941,904.6175561947374,750.5645041014169,98,383,7.0,0.0216180741579337,0.0482211541962417,0.052498804312848,0.0361186228968797,0.016565933600534,0.0526845564974138,interphase,set1_3em_003,set1_3em_003_77
80,3520.0,245.69343417595164,0.7327661957665345,38.31193181818182,701.3380681818181,111,381,5.0,0.0176367408882878,0.0201390851119892,0.0126001298985523,0.0172116007526026,0.0114374965837241,0.0286490973363268,mitotic,set1_3em_003,set1_3em_003_80
81,5282.0,340.64065632731587,0.5720253811450684,610.5437334343052,721.325823551685,147,589,8.0,0.0429494414972626,0.0533145278679244,0.0349550432162914,0.0584245096290642,0.029215087540451,0.0876395971695152,interphase,set1_3em_003,set1_3em_003_81
82,7916.0,456.8244225113894,0.476669124165626,339.79724608388074,772.3220060636685,344,1243,7.0,0.0393899108719154,0.0545639250952709,0.0368192490211537,0.0436355543377099,0.0286124914270226,0.0722480457647326,interphase,set1_3em_003,set1_3em_003_82
84,5693.0,306.492424049175,0.761573037191278,729.0876515018443,730.7602318636923,109,457,7.0,0.0582524750678339,0.0931306839693,0.1060439180274357,0.0616351061683009,0.027709146569455,0.089344252737756,mitotic,set1_3em_003,set1_3em_003_84
86,4443.0,262.2081528017131,0.8120706140845023,275.1377447670493,729.631555255458,168,630,8.0,0.0485376349212721,0.0909476093279851,0.1194648527152784,0.0829882212824965,0.0173524628026724,0.100340684085169,mitotic,set1_3em_003,set1_3em_003_86
87,3486.0,234.20815280171308,0.7986072143672668,132.61933448078025,735.6916236374068,101,386,5.0,0.0220419168872066,0.0242812759638734,0.0113753789605542,0.0037582782353516,0.0188091486684052,0.0225674269037568,mitotic,set1_3em_003,set1_3em_003_87
88,6417.0,337.74725804511405,0.7069004195486427,60.5365435561789,757.4799750662303,164,543,5.0,0.0154341761130277,0.0272899039619241,0.0182469158557052,0.0355205423786789,0.0111355454251813,0.0466560878038603,mitotic,set1_3em_003,set1_3em_003_88
89,7511.0,342.1076477383248,0.8064585679833819,526.8401011849288,746.7028358407669,117,517,9.0,0.0177807841297647,0.0388041477146611,0.041132357398068,0.0507449161746172,0.0070504466933618,0.0577953628679791,mitotic,set1_3em_003,set1_3em_003_89
96,6494.0,331.445742854949,0.7428433807372227,90.56667693255312,814.3684939944565,175,675,6.0,0.0296614151485841,0.0387010456911262,0.0331944626871635,0.0170865015529124,0.0207280143250451,0.0378145158779576,mitotic,set1_3em_003,set1_3em_003_96
98,5416.0,305.41525958289964,0.7296373469401375,263.7295051698671,794.6395864106352,205,938,20.0,0.066966789404949,0.1194090220606021,0.1874925604217255,0.1102024542579715,0.0095261818480216,0.1197286361059931,mitotic,set1_3em_003,set1_3em_003_98
101,6686.0,359.62846301849606,0.6496330663780994,490.2568052647323,829.1393957523183,150,570,6.0,0.0200560685244763,0.047880768695407,0.0618635843386368,0.0223501512666785,0.0153115741054583,0.0376617253721369,interphase,set1_3em_003,set1_3em_003_101
102,4639.0,339.4274528917194,0.5059881037142495,550.905798663505,813.8366027161026,106,398,6.0,0.0410015456050435,0.065982868569618,0.0731254601335833,0.0247455576948441,0.0237501663819899,0.0484957240768341,interphase,set1_3em_003,set1_3em_003_102
109,8534.0,409.0609665440988,0.640894319350971,889.26658073588,861.2041246777595,57,221,5.0,0.0907775193346849,0.0806764790350743,0.0548540009885091,0.1013129857893969,0.0303743227534316,0.1316873085428286,interphase,set1_3em_003,set1_3em_003_109
110,5509.0,349.30360723121805,0.5673832298741505,194.84352877110183,880.5117081139953,108,536,7.0,0.0303058553557029,0.0379654536568336,0.0475276865141695,0.0251722692588717,0.0084664696478828,0.0336387389067546,interphase,set1_3em_003,set1_3em_003_110
112,3754.0,280.45079348883235,0.5997783513289887,251.4954714970698,846.0458177943527,126,470,6.0,0.0192705323664494,0.0562967905502803,0.0811103457866424,0.0319491075917921,0.0104172186762336,0.0423663262680257,interphase,set1_3em_003,set1_3em_003_112
114,3946.0,278.7766952966369,0.6380489728779056,356.3504815002534,858.5309173846933,146,548,5.0,0.0178893002695547,0.0239133858564413,0.0211890097367825,0.0112356677179439,0.0112438798966844,0.0224795476146283,interphase,set1_3em_003,set1_3em_003_114
116,3365.0,253.4213562373095,0.6584283331941707,685.9610698365527,868.9604754829123,64,296,7.0,0.016680800327478,0.017648675054497,0.008375697355416,0.0034804345825662,0.0152034342580732,0.0186838688406395,interphase,set1_3em_003,set1_3em_003_116
120,5099.0,289.5218613006978,0.764420194439996,289.6740537360267,897.023926260051,151,534,7.0,0.0445521664310795,0.0441585993975117,0.0171719363457508,0.0206348866060931,0.0334292354793324,0.0540641220854256,mitotic,set1_3em_003,set1_3em_003_120
127,5273.0,298.73506473629425,0.7424979030655936,487.25621088564384,927.940072065238,135,583,7.0,0.017104550674964,0.0401001515287752,0.0498893571697569,0.0310119360982386,0.010491681946454,0.0415036180446926,mitotic,set1_3em_003,set1_3em_003_127
129,4250.0,292.0426765808692,0.6261900375197444,41.81035294117647,934.9976470588236,34,170,5.0,0.0174945914810776,0.0269003305091691,0.0265685162237488,0.0269951973712259,0.0074198160614352,0.0344150134326611,interphase,set1_3em_003,set1_3em_003_129
52,2293.0,198.89444430272832,0.7283977814733995,58.94417793283908,180.802878325338,14,156,6.0,0.0124502588194918,0.013711247230318,0.0043847846943909,0.0062088290463496,0.0101675965312249,0.0163764255775745,mitotic,set1_3em_004,set1_3em_004_52
58,2786.0,220.89444430272832,0.7174991483291583,669.6564967695621,177.3478104809763,35,226,5.0,0.0089288276847248,0.0120772590547022,0.0050420934953239,0.0101860286745455,0.0077243773575592,0.0179104060321047,mitotic,set1_3em_004,set1_3em_004_58
81,3281.0,243.51576464628795,0.6952835126897102,734.6406583358732,259.4114599207559,52,228,5.0,0.0132929811606214,0.0281109060167517,0.0343524743089347,0.0095232376067707,0.0092750376178963,0.018798275224667,interphase,set1_3em_004,set1_3em_004_81
106,5374.0,319.1370849898476,0.6630602276454067,919.4095645701526,416.1371417938221,34,181,6.0,0.0057232047113009,0.0131766556081081,0.0155504679393462,0.0102600903100113,0.0041648061846134,0.0144248964946248,interphase,set1_3em_004,set1_3em_004_106
113,4027.0,284.27922061357856,0.6261829833911606,969.2118202135584,422.6667494412714,52,380,11.0,0.0198882603088781,0.0200199998966559,0.0114630825914016,0.0072369889069306,0.015667805795493,0.0229047947024237,interphase,set1_3em_004,set1_3em_004_113
116,3683.0,272.06601717798213,0.6252633670619809,641.9918544664675,433.06136301927774,61,314,7.0,0.0177756612012474,0.0253874833012288,0.0219638613817501,0.0326761258216721,0.007991520124826,0.0406676459464981,interphase,set1_3em_004,set1_3em_004_116
118,4434.0,299.3797256769669,0.621671246099119,122.25349571493008,460.3901668921967,44,247,6.0,0.009169893236209,0.009644237602542,0.0056865182957993,0.0090631740291026,0.0047773619326393,0.0138405359617419,interphase,set1_3em_004,set1_3em_004_118
121,3288.0,259.2731239591687,0.6146482817798397,682.8622262773723,451.9686739659367,62,284,7.0,0.0238138885257594,0.0298970117859498,0.0340876943490083,0.0311226426248241,0.0039641094171308,0.035086752041955,interphase,set1_3em_004,set1_3em_004_121
122,2823.0,240.6223663640862,0.6127012342669181,505.01346085724407,462.5653560042508,80,300,5.0,0.0153421479179888,0.0198832275053893,0.0145399258213019,0.0287301100184849,0.0065818567617479,0.0353119667802329,interphase,set1_3em_004,set1_3em_004_122
124,3031.0,270.8294731452727,0.519282815242475,855.2784559551303,472.9666776641373,26,184,6.0,0.0203196611212117,0.0218110203294601,0.0121555208855651,0.0190919525651048,0.0108060828753971,0.029898035440502,interphase,set1_3em_004,set1_3em_004_124
128,2016.0,208.20815280171308,0.5843928980744761,315.38343253968253,495.5605158730159,79,423,9.0,0.0299694547871973,0.0343358821815373,0.0321707419804839,0.0340683307765273,0.0072687937707004,0.0413371245472278,interphase,set1_3em_004,set1_3em_004_128
129,1631.0,210.095454429505,0.4643340292624829,679.3390557939914,493.6591048436542,60,342,6.0,0.011316794119278,0.0122899851321402,0.0084952192588127,0.0086857016609182,0.0065680420531191,0.0152537437140374,interphase,set1_3em_004,set1_3em_004_129
131,2316.0,219.86500705120545,0.6020550324914258,525.6204663212435,507.6502590673575,62,320,7.0,0.0127419707361925,0.0213453061662127,0.0177595519914551,0.0203720288668457,0.007772988391028,0.0281450172578738,interphase,set1_3em_004,set1_3em_004_131
134,1727.0,209.25483399593907,0.4956227153900978,754.9924724956572,493.9073537927041,29,166,6.0,0.0093129288199089,0.018589048473791,0.0171981065689999,0.0255942340767734,0.0051561969224348,0.0307504309992082,interphase,set1_3em_004,set1_3em_004_134
138,2651.0,294.095454429505,0.3851615871403351,802.2070916635232,509.4783100716711,45,397,12.0,0.0212008327393536,0.0401412523895375,0.0484438187026006,0.0339434974485075,0.0086282052745839,0.0425717027230914,interphase,set1_3em_004,set1_3em_004_138
141,2696.0,264.7878425849301,0.4832075035366929,165.0723293768546,517.884643916914,66,410,15.0,0.0104206546306219,0.0216040962305694,0.0260684135469544,0.0230690247493443,0.0033154287019195,0.0263844534512638,interphase,set1_3em_004,set1_3em_004_141
146,3257.0,265.7289680818844,0.5796286190860546,242.83880871968069,529.530242554498,70,331,7.0,0.0166218954913658,0.0381331270918513,0.0411759298676667,0.0243283463769059,0.0146312901276944,0.0389596365046003,interphase,set1_3em_004,set1_3em_004_146
149,2591.0,281.4386001800126,0.4110644817591021,418.8668467773061,528.221536086453,103,469,6.0,0.0158633146407653,0.0697016890271052,0.0989854055467528,0.0649521301990069,0.0087445121985214,0.0736966423975284,interphase,set1_3em_004,set1_3em_004_149
150,1584.0,173.65180361560903,0.6600950019794383,649.3579545454545,535.8775252525253,64,368,9.0,0.0229717502468473,0.0194004375712837,0.0143935800873873,0.0185584964461317,0.0068468953108066,0.0254053917569383,interphase,set1_3em_004,set1_3em_004_150
151,2141.0,249.46803743153544,0.4323114223256091,850.014012143858,527.5460065390005,35,324,10.0,0.0111726811927007,0.0134324402048279,0.0082107101350215,0.0122797912947287,0.0072700810236356,0.0195498723183644,interphase,set1_3em_004,set1_3em_004_151
153,1733.0,194.95331880577407,0.5729901563004532,115.71609924985574,544.1604154645124,61,359,11.0,0.0198206439576939,0.0230855766143995,0.0178554851962238,0.0209543208200614,0.0093275093394857,0.0302818301595472,interphase,set1_3em_004,set1_3em_004_153
155,2363.0,246.8944443027283,0.4871368133661359,441.68726195514176,550.6297079983073,64,388,11.0,0.0225746764650487,0.0367788510560444,0.0312890662045494,0.0230064590555188,0.0166141699208289,0.0396206289763477,interphase,set1_3em_004,set1_3em_004_155
156,6814.0,383.04877323527904,0.5835846251754414,703.8081890226006,593.2590255356619,110,461,5.0,0.0240867691769122,0.0256240919343701,0.0166555170591571,0.0196358991677532,0.015151737109964,0.0347876362777172,interphase,set1_3em_004,set1_3em_004_156
